,Unnamed: 0,words,ner_c,ner_f
10,10,"['Or', 'la', 'diplomatie', 'anglaise', 'se', 'définissait', 'exactement', 'par', 'un', 'jeu', 'de', 'bascule', 'entre', 'les', 'diverses', 'nations', 'continentales', ':', '«', 'Tant', 'que', 'les', 'puissances', 'européennes', ',', 'disait', 'sir', 'Pollock', ',', 'seront', 'divisées', 'en', 'groupes', 'et', 'que', 'nous', 'pourrons', 'opposer', 'ces', 'groupes', 'l', ""'"", 'un', 'à', 'l', ""'"", 'autre', ',', 'la', 'Grande¬', 'Bretagne', 'n', ""'"", 'aura', 'rien', 'à', 'craindre', 'pour', 'son', 'Empire', '.', '»', 'C', ""'"", 'est', 'contre', 'cette', 'politique', 'britanni¬', 'que', 'traditionnelle', 'que', 'Napoléon', '1er', 'dressa', 'celle', 'du', 'Blocus', 'continental', '.', 'Or', 'M', '.', 'Mussolini', 'parle', 'déjà', 'du', 'Bloc', 'conti¬', 'nental', '.', 'Qu', ""'"", 'est', '-', 'ce', 'à', 'dire', ',', 'sinon', 'un', 'effort', 'vers', 'la', 'solidarité', 'financière', ',', 'économi¬', 'que', ',', 'politique', 'entre', 'les', 'grandes', 'nations', 'du', 'continent', ',', 'd', ""'"", 'où', 'la', 'Grande', '-', 'Bretagne', 'serait', ',', 'non', 'pas', 'exclue', ',', 'mais', 'absente', '?', 'J', ""'"", 'entends', 'bien', 'que', 'M', '.', 'Mussolini', 'n', ""'"", 'a', 'parlé', 'que', 'des', 'nations', 'créancières', 'du', 'Bloc', 'germanique', '.', 'Mais', 'qui', 'ne', 'com¬', 'prend', 'que', ',', 'si', 'l', ""'"", 'on', 'songe', 'à', 'se', 'passer', 'du', 'crédit', 'anglais', 'et', 'de', 'l', ""'"", 'or', 'américain', ',', 'il', 'est', 'indispensable', 'de', 'faire', 'entrer', 'l', ""'"", 'Alle¬', 'magne', 'dans', 'ce', 'Bloc', 'continental', ',', 'qui', 'ne', 'peut', 'contrebalancer', 'le', 'Bloc', 'anglo', '-', 'amé¬', 'ricain', 'qu', ""'"", 'à', 'condition', 'd', ""'"", 'être', 'sans', 'fis¬', 'sure', '?', '—', 'Alors', 'l', ""'"", 'expédition', 'de', 'la', 'Ruhr', 'de¬', 'viendrait', 'l', ""'"", 'amorce', 'd', ""'"", 'un', 'rapprochement', 'avec', 'l', ""'"", 'Allemagne', '?', '—', 'C', ""'"", 'est', 'la', 'plus', 'vraisemblable', 'inter¬', 'prétation', 'des', 'deux', 'discours', ',', 'autrement', 'sibyllins', ',', 'qu', ""'"", 'a', 'prononcés', ',', 'jeudi', ',', 'M', '.', 'Poincaré', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 4, 0, 0, 1, 2, 2, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0]"
11,11,"['Et', 'vous', 'croyez', 'que', 'l', ""'"", 'Angleterre', 'se', 'laissera', 'isoler', 'ainsi', ',', 'même', 'en', 'douceur', ',', 'et', 'qu', ""'"", 'elle', 'ne', 'cherchera', 'pas', 'à', 'nous', 'de¬', 'vancer', 'dans', 'la', 'voie', 'du', 'glissement', 'des', 'alliances', ',', 'où', 'elle', 'est', 'si', 'experte', ',', 'en', 'sabo¬', 'tant', 'le', 'Bloc', 'continental', 'par', 'la', 'résistance', 'perlée', 'du', 'Reich', '?', 'Ça', ',', 'c', ""'"", 'est', 'une', 'autre', 'histoire', ',', 'que', 'nous', 'retrouverons', ',', 'sans', 'doute', ',', 'chemin', 'faisant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
12,12,"['François', 'Albert', 'LE', 'CONCOURS', 'des', 'petites', 'filles', 'LA', 'SÉANCE', 'D', ""'"", 'HIER', 'La', 'séance', 'de', 'récitation', 'qui', 'a', 'eu', 'lieu', 'hier', ',', '62', ',', 'rue', 'de', 'Provence', ',', 'dans', 'les', 'deux', 'salles', 'que', 'la', 'direction', 'des', 'Grands', 'Maga¬', 'sins', '«', 'Aux', 'Galeries', 'Lafayette', '»', 'avait', 'mises', 'à', 'notre', 'disposition', ',', 'a', 'été', 'pleinement', 'réussie', '.']","['E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13,13,"['Les', 'concurrentes', ',', 'venues', 'de', 'la', 'plupart', 'des', 'communes', 'du', 'Grand', 'Paris', 'étaient', 'extrêmement', 'nombreuses', ',', 'malgré', 'le', 'temps', ',', 'menaçant', 'dès', 'le', 'matin', ',', 'et', 'qui', 'est', 'devenu', 'affreux', 'à', 'partir', 'de', 'midi', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14,14,"['Grâce', 'aux', 'inspecteurs', 'des', 'magasins', ',', 'qui', 'avaient', 'bien', 'voulu', 'nous', 'prêter', 'leur', 'con¬', 'cours', 'et', 'qui', 'ont', 'l', ""'"", 'art', 'de', 'manœuvrer', 'les', 'foules', ',', 'tout', 'ce', 'petit', 'monde', ',', 'qu', ""'"", 'accompa¬', 'gnaient', 'les', 'parents', ',', 'a', 'été', 'rapidement', 'installé', 'devant', 'chaque', 'jury', ',', 'et', 'la', 'séance', 'a', 'pu', 'commencer', 'peu', 'après', 'une', 'heure', 'et', 'demie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15,15,"['Vers', 'quatre', 'heures', ',', 'toutes', 'les', 'concur¬', 'rentes', 'avaient', 'récité', 'et', ',', 's', ""'"", 'étant', 'ensuite', 'réunies', 'dans', 'la', 'plus', 'grande', 'des', 'deux', 'sal¬', 'les', ',', 'bientôt', 'archicomble', ',', 'elles', 'ont', 'reli¬', 'gieusement', 'écouté', 'les', 'excellents', 'conseils', 'd', ""'"", 'hygiène', 'dont', 'le', 'docteur', 'Charles', '-', 'Edouard', 'Lévy', 'a', 'émaillé', 'sa', 'familière', 'causerie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0]"
16,16,"['Notre', 'collaborateur', 'a', 'particulièrement', 'insisté', 'sur', 'les', 'soins', 'de', 'propreté', 'qui', 's', ""'"", 'im¬', 'posent', 'à', 'tous', ',', 'mais', 'surtout', 'aux', 'enfants', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17,17,"['Ceux', '-', 'ci', 'touchent', 'à', 'tout', 'et', ',', 'si', 'leurs', 'mains', 'ne', 'sont', 'pas', 'fréquemment', 'lavées', ',', 'elles', 'se', 'couvrent', 'rapidement', 'de', 'microbes', ',', 'qui', 'de¬', 'viennent', 'les', 'agents', 'de', 'propagation', 'de', 'tou¬', 'tes', 'les', 'maladies', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18,18,"['—', 'Lavez', '-', 'vous', ',', 'savonnez', '-', 'vous', ',', 'mes', 'en¬', 'fants', ',', 'et', 'cela', 'le', 'plus', 'souvent', 'que', 'vous', 'pourrez', ',', 'mais', 'n', ""'"", 'usez', 'pas', 'du', 'savon', 'pour', 'les', 'soins', 'du', 'visage', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19,19,"['Et', 'le', 'docteur', 'Lévy', 'a', 'expliqué', 'à', 'ses', 'pe¬', 'tites', 'auditrices', 'que', 'le', 'savon', 'a', 'une', 'action', 'nocive', 'sur', 'la', 'peau', 'de', 'la', 'figure', ',', 'qu', ""'"", 'il', 'des¬', 'sèche', 'et', 'ride', 'prématurément', '.', 'A', 'voir', 'l', ""'"", 'at¬', 'tention', 'avec', 'laquelle', 'toutes', 'nos', 'jeunes', 'amies', 'ont', 'écouté', 'ce', 'conseil', ',', 'qui', 'intéressait', 'spécialement', 'leur', 'coquetterie', ',', 'nous', 'pou¬', 'vons', 'affirmer', 'que', 'le', 'docteur', 'sera', 'obéi', '.']","['O', 'O', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20,20,"['Elles', 'l', ""'"", 'ont', 'd', ""'"", 'ailleurs', 'remercié', 'en', 'l', ""'"", 'applau¬', 'dissant', 'vigoureusement', 'dès', 'qu', ""'"", 'il', 'eut', 'cessé', 'de', 'parler', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
21,21,"['A', 'l', ""'"", 'issue', 'de', 'la', 'séance', ',', 'beaucoup', 'de', 'pa¬', 'rents', 'sont', 'venus', 'nous', 'féliciter', 'de', 'notre', 'campagne', 'et', 'nous', 'annoncer', 'qu', ""'"", 'un', 'grand', 'nombre', 'de', 'leurs', 'amis', ',', 'habitant', 'comme', 'eux', 'la', 'banlieue', ',', 'avaient', 'l', ""'"", 'intention', 'de', 'faire', 'concourir', 'leurs', 'fillettes', '.', 'Celles', '-', 'ci', 'se¬', 'ront', 'les', 'bienvenues', 'et', 'nous', 'continuerons', 'à', 'inscrire', 'toutes', 'les', 'concurrentes', 'qui', 'en', 'exprimeront', 'le', 'désir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22,22,"['Les', 'impôts', 'nouveaux', 'et', 'la', 'vie', 'Chéron', 'M', '.', 'de', 'Lasteyrie', ',', 'qui', 'cherchait', 'trois', 'mil¬', 'liards', 'et', 'demi', 'pour', 'équilibrer', 'son', 'mons¬', 'trueux', 'budget', ',', 'vient', 'de', 'les', 'trouver', 'dans', 'nos', 'poches', '.', 'Soyons', 'fiers', 'd', ""'"", 'être', 'aussi', 'ri¬', 'ches', '.', 'Il', 'faut', 'croire', 'qu', ""'"", 'il', 'y', 'a', 'encore', 'quel¬', 'ques', 'gouttes', 'à', 'extraire', 'des', 'citrons', 'pressés', 'que', 'nous', 'sommes', '.', 'Il', 'paraît', ',', 'd', ""'"", 'ailleurs', ',', 'que', 'l', ""'"", 'augmentation', 'de', '20', '%', 'des', 'impôts', 'directs', 'décidée', 'par', 'notre', 'grand', 'argentier', 'no', 'por¬', 'tera', 'que', 'sur', '1923', '.', 'Le', 'ministre', 'des', 'finences', 'pour', 'faire', 'passer', 'l', ""'"", 'amertume', 'de', 'la', 'pilule', ',', 'l', ""'"", 'a', 'dorée', 'autant', 'qu', ""'"", 'il', 'a', 'pu', ':', 'il', 'nous', 'promet', 'que', 'son', '20', '%', 'ne', 'sera', 'que', 'provisoire', '.', 'Voilà', 'bien', 'ce', 'que', 'je', 'craignais', '.', 'Provisoire', 'est', 'en', 'effet', ',', 'en', 'matière', 'de', 'finances', ',', 'le', 'meilleur', 'synonyme', 'de', 'définitif', '.', 'J', ""'"", 'entends', 'parfois', 'de', 'vieilles', 'gens', 'soupirer', 'que', 'la', 'vie', 'était', 'douce', 'vers', '1865', '.', 'Si', 'Dieu', 'nous', 'prête', 'vie', ',', 'nous', 'ra¬', 'conterons', 'à', 'nos', 'petits', '-', 'enfants', 'que', 'avons', 'passé', ',', 'trois', 'ans', 'après', 'notre', 'magni¬', 'fique', 'victoire', ',', 'des', 'moments', 'bien', 'plus', 'agréables', 'que', 'nos', 'grands', '-', 'pères', 'avant', 'la', 'défaite', 'de', '1870', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'E', 'E', 'E', 'E', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 1, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23,23,"['c', ""'"", 'est', '-', 'à', '-', 'dire', 'de', '4', 'milliards', 'et', 'demi', 'de', 'francs', 'environ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24,24,"['Il', 'convient', 'de', 'défalquer', 'de', 'cette', 'somme', ':', '1°', 'Les', 'frais', 'd', '’', 'application', 'du', 'plan', 'Dawes', ',', 'qu', '’', 'on', 'peut', 'évaluer', 'approxi¬', 'mativement', 'à', '.', '.', '.', '.', '.', '15', '.', '000', '.', '000', 'fr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
25,25,"['2º', 'Les', 'charges', 'normales', 'd', ""'"", 'occupation', '.', '.', '.', '.', '.', '990', '.', '000', '.', '000', '»', '3°', 'Les', 'prestations', 'en', 'na¬', 'ture', ',', 'dont', 'les', 'règles', 'd', ""'"", 'évaluation', 'vont', 'faire', 'l', '’', 'objet', 'd', '’', 'un', 'accord', 'entre', 'les', 'Alliés', 'et', 'l', ""'"", 'Al¬', 'lemagne', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'E', 'E', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 5, 5, 0, 0, 0]"
26,26,"['.', '450', '.', '000', '.', '000', 'Au', 'total', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27,27,"['.', '1', '.']","['O', 'O', 'O']","[0, 0, 0]"
28,28,"['455', '.', '000', '.', '000', 'fr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
29,29,"['Il', 'reste', 'donc', 'à', 'répartir', 'entre', 'les', 'Alliés', 'une', 'somme', 'de', '.', '3', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
30,30,"['045', '.', '000', '.', '000', 'fr', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
