TOKEN,NE-COARSE-LIT,NE-COARSE-METO,NE-FINE-LIT,NE-FINE-METO,NE-FINE-COMP,NE-NESTED,NEL-LIT,NEL-METO,MISC
prononça,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
septembre,I-PER,_,O,_,_,O,_,_,_
1938,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
à,B-ORG,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
veille,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
des,I-PER,_,O,_,_,O,_,_,_
accords,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
Munich,O,_,O,_,_,O,Q1726,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Avec,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
verve,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
un,I-PER,_,O,_,_,O,_,_,_
batteleur,B-ORG,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
foire,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
orateur,I-PER,_,O,_,_,O,_,_,_
y,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
proclamait,I-PER,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
son,B-ORG,_,O,_,_,O,_,_,_
pays,I-PER,_,O,_,_,O,_,_,_
regorgeait,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
matières,O,_,O,_,_,O,_,_,_
premières,I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
denrées,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
il,O,_,O,_,_,O,_,_,NoSpaceAfter
avait,O,_,O,_,_,O,_,_,_
dû,I-PER,_,O,_,_,O,_,_,_
réquisitionner,O,_,O,_,_,O,_,_,_
jusqu,O,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
aux,I-PER,_,O,_,_,O,_,_,_
sal¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
les,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
bal,I-PER,_,O,_,_,O,_,_,_
afin,I-PER,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
y,I-PER,_,O,_,_,O,_,_,_
entreposer,I-PER,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
surplus,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
de,I-PER,_,O,_,_,O,_,_,_
ses,I-PER,_,O,_,_,O,_,_,_
sacs,B-ORG,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
blé,I-PER,_,O,_,_,O,_,_,_
et,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
ses,O,_,O,_,_,O,_,_,_
mottes,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,NoSpaceAfter
beurre,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
les,B-ORG,_,O,_,_,O,_,_,_
restrictions,I-PER,_,O,_,_,O,_,_,_
subies,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
en,I-PER,_,O,_,_,O,_,_,_
temps,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
paix,B-ORG,_,O,_,_,O,_,_,_
par,I-PER,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
public,B-HumanProd,_,O,_,_,O,_,_,_
lui,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
permettaient,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
vivre,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
abondance,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
en,I-PER,_,O,_,_,O,_,_,_
temps,I-PER,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
guerre,I-PER,_,O,_,_,O,_,_,_
!,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Et,I-PER,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
pour,I-PER,_,O,_,_,O,_,_,_
pouvoir,I-PER,_,O,_,_,O,_,_,_
améliorer,O,_,O,_,_,O,_,_,_
plus,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
copieusement,O,_,O,_,_,O,_,_,_
leur,I-PER,_,O,_,_,O,_,_,_
ordinaire,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
ils,B-ORG,_,O,_,_,O,_,_,_
se,O,_,O,_,_,O,_,_,_
ré¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
servent,I-PER,_,O,_,_,O,_,_,_
toute,B-ORG,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
chasse,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
bois,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
qui,O,_,O,_,_,O,_,_,_
environnent,O,_,O,_,_,O,_,_,_
leurs,I-PER,_,O,_,_,O,_,_,_
cantonnements,O,_,O,_,_,O,_,_,NoSpaceAfter
respectifs,I-PER,_,O,_,_,O,_,_,_
:,I-PER,_,O,_,_,O,_,_,_
ce,I-PER,_,O,_,_,O,_,_,_
qui,I-PER,_,O,_,_,O,_,_,_
restreint,O,_,O,_,_,O,_,_,_
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
autant,O,_,O,_,_,O,_,_,_
le,O,_,O,_,_,O,_,_,NoSpaceAfter
théâtre,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
nos,I-PER,_,O,_,_,O,_,_,_
opérations,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
«,I-PER,_,O,_,_,O,_,_,_
Je,I-PER,_,O,_,_,O,_,_,_
ne,I-PER,_,O,_,_,O,_,_,_
crois,I-PER,_,O,_,_,O,_,_,_
qu,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
à,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
civilisation,O,_,O,_,_,O,_,_,NoSpaceAfter
française,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
à,O,_,O,_,_,O,_,_,_
tout,B-ORG,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
reste,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
de,O,_,O,_,_,O,_,_,_
ce,B-HumanProd,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
on,I-PER,_,O,_,_,O,_,_,_
appelle,O,_,O,_,_,O,_,_,_
en,I-ORG,_,O,_,_,O,_,_,_
Europe,B-ORG,_,O,_,_,O,Q46,_,NoSpaceAfter
culture,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
pour,I-PER,_,O,_,_,O,_,_,_
ne,I-PER,_,O,_,_,O,_,_,_
rien,I-PER,_,O,_,_,O,_,_,_
dire,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,NoSpaceAfter
civilisation,B-ORG,_,O,_,_,O,_,_,_
allemande,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Les,I-PER,_,O,_,_,O,_,_,_
rares,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
cas,I-PER,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,_
haute,I-PER,_,O,_,_,O,_,_,_
culture,O,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
j,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
ai,I-PER,_,O,_,_,O,_,_,_
trou¬,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
vés,B-ORG,_,O,_,_,O,_,_,_
en,I-PER,_,O,_,_,O,_,_,_
Allemagne,B-ORG,_,O,_,_,O,Q183,_,_
étaient,I-PER,_,O,_,_,O,_,_,_
tous,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
origine,I-PER,_,O,_,_,O,_,_,_
française,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
»,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
Mais,I-PER,_,O,_,_,O,_,_,_
patience,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Tout,I-PER,_,O,_,_,O,_,_,_
se,I-PER,_,O,_,_,O,_,_,_
paye,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
un,B-ORG,_,O,_,_,O,_,_,_
jour,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
ou,B-ORG,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
autre,O,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Le,I-ORG,_,O,_,_,O,_,_,_
médecin,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
major,O,_,O,_,_,O,_,_,_
commençait,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
le,O,_,O,_,_,O,_,_,_
pansement,O,_,O,_,_,O,_,_,_
quand,O,_,O,_,_,O,_,_,_
une,I-PER,_,O,_,_,O,_,_,_
rafale,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
210,B-HumanProd,_,O,_,_,O,_,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
abattit,O,_,O,_,_,O,_,_,_
sur,I-PER,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
poste,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Un,I-PER,_,O,_,_,O,_,_,_
tour,O,_,O,_,_,O,_,_,_
dans,B-HumanProd,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
capitale,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
On,O,_,O,_,_,O,_,_,_
sait,I-PER,_,O,_,_,O,_,_,_
que,I-PER,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
permissionnaires,I-PER,_,O,_,_,O,_,_,_
qui,O,_,O,_,_,O,_,_,NoSpaceAfter
désirent,O,_,O,_,_,O,_,_,_
passer,O,_,O,_,_,O,_,_,_
par,B-ORG,_,O,_,_,O,_,_,_
Paris,I-ORG,_,O,_,_,O,Q90,_,_
doivent,O,_,O,_,_,O,_,_,_
prou¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
ver,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-LOC,_,O,_,_,O,_,_,_
avant,O,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
départ,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
qu,O,_,O,_,_,O,_,_,NoSpaceAfter
',B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
ils,I-ORG,_,O,_,_,O,_,_,_
y,O,_,O,_,_,O,_,_,_
ont,I-ORG,_,O,_,_,O,_,_,_
un,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
domicile,I-PER,_,O,_,_,O,_,_,_
ou,O,_,O,_,_,O,_,_,_
des,B-ORG,_,O,_,_,O,_,_,_
parents,B-HumanProd,_,O,_,_,O,_,_,_
susceptibles,I-ORG,_,O,_,_,O,_,_,_
de,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
les,O,_,O,_,_,O,_,_,_
héberger,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Ce,B-ORG,_,O,_,_,O,_,_,_
n,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
était,B-HumanProd,_,O,_,_,O,_,_,_
pas,I-PER,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
cas,O,_,O,_,_,O,_,_,_
d,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
un,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
de,B-HumanProd,_,O,_,_,O,_,_,_
nos,I-PER,_,O,_,_,O,_,_,_
copains,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
3e,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
qui,O,_,O,_,_,O,_,_,_
est,I-PER,_,O,_,_,O,_,_,_
natif,I-ORG,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
la,B-ORG,_,O,_,_,O,_,_,_
Loire,I-PER,_,O,_,_,O,Q12569,_,_
et,I-PER,_,O,_,_,O,_,_,_
qui,O,_,O,_,_,O,_,_,_
n,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
en,I-PER,_,O,_,_,O,_,_,_
avait,O,_,O,_,_,O,_,_,_
guère,I-ORG,_,O,_,_,O,_,_,_
bougé,O,_,O,_,_,O,_,_,NoSpaceAfter
avant,I-PER,_,O,_,_,O,_,_,_
ces,O,_,O,_,_,O,_,_,_
événements,O,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
Mais,O,_,O,_,_,O,_,_,_
il,I-PER,_,O,_,_,O,_,_,_
voulait,O,_,O,_,_,O,_,_,NoSpaceAfter
profiter,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
occasion,I-PER,_,O,_,_,O,_,_,_
pour,B-HumanProd,_,O,_,_,O,_,_,_
connaître,B-HumanProd,_,O,_,_,O,_,_,_
la,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
capitale,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,I-ORG,_,O,_,_,O,_,_,_
Voilà,I-PER,_,O,_,_,O,_,_,_
quinze,I-ORG,_,O,_,_,O,_,_,_
jours,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",B-ORG,_,O,_,_,O,_,_,_
veille,I-PER,_,O,_,_,O,_,_,_
de,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
son,I-ORG,_,O,_,_,O,_,_,_
embarquement,I-PER,_,O,_,_,O,_,_,_
nous,B-HumanProd,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
voyons,O,_,O,_,_,O,_,_,_
arri¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
ver,B-HumanProd,_,O,_,_,O,_,_,_
triomphant,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
«,I-PER,_,O,_,_,O,_,_,_
D,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
un,I-PER,_,O,_,_,O,_,_,_
mouvement,B-ORG,_,O,_,_,O,_,_,_
instinctif,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,NoSpaceAfter
tout,B-ORG,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
monde,O,_,O,_,_,O,_,_,_
s,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
était,I-PER,_,O,_,_,O,_,_,_
jeté,O,_,O,_,_,O,_,_,_
dans,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,NoSpaceAfter
sapes,O,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
force,B-HumanProd,_,O,_,_,O,_,_,_
avait,B-HumanProd,_,O,_,_,O,_,_,_
été,O,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
laisser,I-ORG,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
blessé,O,_,O,_,_,O,_,_,_
où,I-ORG,_,O,_,_,O,_,_,_
on,I-PER,_,O,_,_,O,_,_,_
venait,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
le,I-PER,_,O,_,_,O,_,_,_
déposer,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
L,O,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
ère,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
ces,O,_,O,_,_,O,_,_,_
grotesques,I-PER,_,O,_,_,O,_,_,_
vantardises,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
est,I-PER,_,O,_,_,O,_,_,_
définitivement,I-PER,_,O,_,_,O,_,_,_
close,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Où,B-ORG,_,O,_,_,O,_,_,_
sont,I-PER,_,O,_,_,O,_,_,_
donc,O,_,O,_,_,O,_,_,NoSpaceAfter
ces,O,_,O,_,_,O,_,_,_
immenses,B-ORG,_,O,_,_,O,_,_,_
réserves,O,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
produits,O,_,O,_,_,O,_,_,_
?,O,_,O,_,_,O,_,_,NoSpaceAfter
Ailleurs,O,_,O,_,_,O,_,_,NoSpaceAfter
",",O,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
ton,I-PER,_,O,_,_,O,_,_,_
du,I-PER,_,O,_,_,O,_,_,_
réquisitoire,O,_,O,_,_,O,_,_,NoSpaceAfter
de,O,_,O,_,_,O,_,_,_
Nietszche,I-PER,_,O,_,_,O,Q9358,_,_
s,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
élève,O,_,O,_,_,O,_,_,_
et,I-PER,_,O,_,_,O,_,_,_
devient,I-PER,_,O,_,_,O,_,_,_
plus,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
écrasant,B-ORG,_,O,_,_,O,_,_,_
(,O,_,O,_,_,O,_,_,NoSpaceAfter
p,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
152,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
153,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
),O,_,O,_,_,O,_,_,_
:,I-PER,_,O,_,_,O,_,_,_
«,O,_,O,_,_,O,_,_,_
Les,I-PER,_,O,_,_,O,_,_,_
Alle¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
mands,O,_,O,_,_,O,_,_,_
détiennent,I-ORG,_,O,_,_,O,_,_,_
l,O,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
impudicité,I-PER,_,O,_,_,O,_,_,_
en,O,_,O,_,_,O,_,_,NoSpaceAfter
matière,I-PER,_,O,_,_,O,_,_,_
historique,O,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,_
Non,B-ORG,_,O,_,_,O,_,_,_
seulement,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
ils,I-PER,_,O,_,_,O,_,_,_
ont,I-PER,_,O,_,_,O,_,_,_
complètement,O,_,O,_,_,O,_,_,_
perdu,I-PER,_,O,_,_,O,_,_,_
le,B-ORG,_,O,_,_,O,_,_,_
coup,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
d,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',O,_,O,_,_,O,_,_,NoSpaceAfter
oeil,I-PER,_,O,_,_,O,_,_,_
vaste,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
mais,I-PER,_,O,_,_,O,_,_,_
ils,B-HumanProd,_,O,_,_,O,_,_,_
sont,O,_,O,_,_,O,_,_,_
tous,I-PER,_,O,_,_,O,_,_,_
dés,O,_,O,_,_,O,_,_,NoSpaceAfter
pantins,I-PER,_,O,_,_,O,_,_,_
de,I-PER,_,O,_,_,O,_,_,_
la,I-PER,_,O,_,_,O,_,_,_
politique,O,_,O,_,_,O,_,_,_
;,O,_,O,_,_,O,_,_,_
l,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
Alle¬,O,_,O,_,_,O,Q183,_,NoSpaceAfter|EndOfLine
magne,B-ORG,_,O,_,_,O,Q183,_,_
par,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
-,O,_,O,_,_,O,_,_,NoSpaceAfter
dessus,O,_,O,_,_,O,_,_,_
tout,O,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
c,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
est,I-PER,_,O,_,_,O,_,_,_
chez,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
eux,I-ORG,_,O,_,_,O,_,_,_
un,B-ORG,_,O,_,_,O,_,_,_
principe,O,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
Il,I-PER,_,O,_,_,O,_,_,_
y,I-PER,_,O,_,_,O,_,_,_
a,B-ORG,_,O,_,_,O,_,_,_
une,O,_,O,_,_,O,_,_,_
façon,I-ORG,_,O,_,_,O,_,_,NoSpaceAfter
d,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter
écrire,O,_,O,_,_,O,_,_,_
l,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
histoire,O,_,O,_,_,O,_,_,_
conforme,O,_,O,_,_,O,_,_,_
à,I-PER,_,O,_,_,O,_,_,_
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
Al¬,B-ORG,_,O,_,_,O,Q183,_,NoSpaceAfter|EndOfLine
«,I-PER,_,O,_,_,O,_,_,_
Quand,I-PER,_,O,_,_,O,_,_,_
on,I-PER,_,O,_,_,O,_,_,_
put,I-PER,_,O,_,_,O,_,_,_
distinguer,I-PER,_,O,_,_,O,_,_,_
quel¬,B-HumanProd,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
que,B-ORG,_,O,_,_,O,_,_,_
chose,O,_,O,_,_,O,_,_,NoSpaceAfter
",",B-HumanProd,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
maisonnette,I-PER,_,O,_,_,O,_,_,_
apparut,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
éventrée,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
",",I-PER,_,O,_,_,O,_,_,_
effondrée,O,_,O,_,_,O,_,_,_
comme,O,_,O,_,_,O,_,_,_
un,O,_,O,_,_,O,_,_,_
châ¬,I-PER,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
teau,B-ORG,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
cartes,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,I-PER,_,O,_,_,O,_,_,NoSpaceAfter
.,B-ORG,_,O,_,_,O,_,_,_
Le,I-PER,_,O,_,_,O,_,_,_
petit,I-PER,_,O,_,_,O,_,_,_
serin,B-HumanProd,_,O,_,_,O,_,_,_
avait,O,_,O,_,_,O,_,_,NoSpaceAfter
cessé,I-PER,_,O,_,_,O,_,_,_
de,O,_,O,_,_,O,_,_,_
chanter,O,_,O,_,_,O,_,_,_
et,B-ORG,_,O,_,_,O,_,_,_
la,O,_,O,_,_,O,_,_,_
chevrette,I-PER,_,O,_,_,O,_,_,_
gi¬,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfLine
sait,O,_,O,_,_,O,_,_,_
raidie,O,_,O,_,_,O,_,_,_
sous,O,_,O,_,_,O,_,_,_
les,O,_,O,_,_,O,_,_,_
décombres,O,_,O,_,_,O,_,_,NoSpaceAfter
.,O,_,O,_,_,O,_,_,NoSpaceAfter|EndOfSentence
Mais,I-PER,_,O,_,_,O,_,_,_
où,I-PER,_,O,_,_,O,_,_,_
sont,O,_,O,_,_,O,_,_,_
donc,I-PER,_,O,_,_,O,_,_,_
aussi,I-PER,_,O,_,_,O,_,_,_
ces,I-PER,_,O,_,_,O,_,_,_
milliers,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
l,B-ORG,_,O,_,_,O,_,_,NoSpaceAfter
',I-PER,_,O,_,_,O,_,_,NoSpaceAfter
avions,B-ORG,_,O,_,_,O,_,_,_
